date,city,temperature,humidity,precipitation
2024-08-17,New York,3.1,85.0,0.6
2024-08-18,New York,-1.3,95.0,0.0
2024-08-19,New York,1.4,86.0,0.0
2024-08-20,New York,0.7,90.0,0.0
2024-08-21,New York,-1.6,95.0,3.7
2024-08-22,New York,6.6,84.0,0.0
2024-08-23,New York,2.0,85.0,0.0
2024-08-24,New York,-6.2,95.0,0.0
2024-08-25,New York,0.3,95.0,1.5
2024-08-26,New York,-2.4,95.0,0.0
2024-08-27,New York,2.0,95.0,0.0
2024-08-28,New York,-3.1,95.0,0.0
2024-08-29,New York,-1.2,90.0,4.0
2024-08-30,New York,0.6,84.0,0.0
2024-08-31,New York,1.5,95.0,0.0
2024-09-01,New York,-4.8,95.0,15.1
2024-09-02,New York,-2.3,95.0,0.0
2024-09-03,New York,-2.9,95.0,0.0
2024-09-04,New York,-3.5,95.0,10.8
2024-09-05,New York,3.6,95.0,1.3
2024-09-06,New York,-0.5,95.0,0.0
2024-09-07,New York,-5.6,95.0,4.7
2024-09-08,New York,0.8,95.0,0.0
2024-09-09,New York,4.3,88.0,9.2
2024-09-10,New York,1.0,93.0,0.0
2024-09-11,New York,-6.8,95.0,2.2
2024-09-12,New York,-3.8,95.0,0.0
2024-09-13,New York,1.4,95.0,0.0
2024-09-14,New York,-4.6,95.0,0.0
2024-09-15,New York,-1.2,95.0,0.0
2024-09-16,New York,-0.3,92.0,2.8
2024-09-17,New York,-5.4,95.0,0.0
2024-09-18,New York,-2.9,95.0,0.5
2024-09-19,New York,-12.5,95.0,4.9
2024-09-20,New York,-5.9,95.0,3.0
2024-09-21,New York,-3.6,93.0,0.0
2024-09-22,New York,-6.6,95.0,0.0
2024-09-23,New York,2.0,89.0,0.0
2024-09-24,New York,-7.2,95.0,9.9
2024-09-25,New York,-4.3,95.0,1.2
2024-09-26,New York,-2.6,91.0,0.0
2024-09-27,New York,1.3,95.0,0.1
2024-09-28,New York,-7.3,95.0,0.0
2024-09-29,New York,0.5,87.0,4.7
2024-09-30,New York,-3.0,93.0,0.0
2024-10-01,New York,-5.9,95.0,0.0
2024-10-02,New York,-1.6,95.0,2.5
2024-10-03,New York,-2.4,95.0,4.5
2024-10-04,New York,-4.8,95.0,0.0
2024-10-05,New York,-2.7,95.0,0.0
2024-10-06,New York,-4.1,95.0,0.7
2024-10-07,New York,-2.5,86.0,0.0
2024-10-08,New York,-0.9,95.0,2.6
2024-10-09,New York,1.9,89.0,0.0
2024-10-10,New York,-6.5,95.0,0.0
2024-10-11,New York,3.7,95.0,5.9
2024-10-12,New York,-8.5,95.0,0.0
2024-10-13,New York,-3.1,95.0,0.7
2024-10-14,New York,-0.8,90.0,0.5
2024-10-15,New York,-1.6,95.0,0.0
2024-10-16,New York,-4.3,95.0,4.3
2024-10-17,New York,-3.0,95.0,0.0
2024-10-18,New York,-3.7,95.0,0.4
2024-10-19,New York,-4.0,95.0,0.4
2024-10-20,New York,0.5,92.0,11.2
2024-10-21,New York,-0.9,93.0,0.0
2024-10-22,New York,-4.0,95.0,2.0
2024-10-23,New York,0.9,92.0,0.0
2024-10-24,New York,-0.8,93.0,0.0
2024-10-25,New York,0.8,89.0,0.0
2024-10-26,New York,0.4,94.0,3.7
2024-10-27,New York,-3.9,95.0,0.0
2024-10-28,New York,-2.9,95.0,0.0
2024-10-29,New York,1.1,79.0,0.0
2024-10-30,New York,0.8,95.0,0.0
2024-10-31,New York,-0.9,95.0,0.0
2024-11-01,New York,-0.4,84.0,0.0
2024-11-02,New York,3.2,86.0,3.8
2024-11-03,New York,-2.2,95.0,2.0
2024-11-04,New York,1.3,84.0,0.0
2024-11-05,New York,-0.8,92.0,0.0
2024-11-06,New York,-0.7,90.0,0.0
2024-11-07,New York,3.4,95.0,0.0
2024-11-08,New York,2.8,93.0,4.1
2024-11-09,New York,2.9,95.0,6.6
2024-11-10,New York,4.5,89.0,0.0
2024-11-11,New York,0.9,87.0,0.0
2024-11-12,New York,3.0,85.0,4.1
2024-11-13,New York,0.2,95.0,0.0
2024-11-14,New York,2.3,83.0,1.0
2024-11-15,New York,1.1,95.0,0.0
2024-11-16,New York,2.0,89.0,1.1
2024-11-17,New York,3.7,85.0,0.0
2024-11-18,New York,-0.4,95.0,0.5
2024-11-19,New York,8.5,79.0,0.0
2024-11-20,New York,-0.5,93.0,7.1
2024-11-21,New York,-1.0,95.0,2.1
2024-11-22,New York,6.3,76.0,0.0
2024-11-23,New York,5.5,86.0,0.0
2024-11-24,New York,5.2,87.0,0.0
2024-11-25,New York,5.4,82.0,1.3
2024-11-26,New York,3.7,88.0,0.0
2024-11-27,New York,1.2,85.0,0.0
2024-11-28,New York,4.4,90.0,0.0
2024-11-29,New York,2.3,88.0,13.1
2024-11-30,New York,7.5,76.0,0.0
2024-12-01,New York,4.4,90.0,9.2
2024-12-02,New York,2.6,85.0,3.7
2024-12-03,New York,4.3,78.0,0.0
2024-12-04,New York,6.7,73.0,0.5
2024-12-05,New York,4.1,89.0,0.0
2024-12-06,New York,3.5,81.0,0.0
2024-12-07,New York,6.9,89.0,0.0
2024-12-08,New York,7.2,69.0,0.0
2024-12-09,New York,5.2,92.0,6.2
2024-12-10,New York,5.5,84.0,0.2
2024-12-11,New York,7.9,78.0,0.0
2024-12-12,New York,3.1,85.0,1.5
2024-12-13,New York,3.5,89.0,2.2
2024-12-14,New York,5.8,82.0,0.5
2024-12-15,New York,7.5,84.0,13.8
2024-12-16,New York,9.4,76.0,0.0
2024-12-17,New York,13.1,69.0,1.8
2024-12-18,New York,11.5,69.0,0.0
2024-12-19,New York,8.7,76.0,0.0
2024-12-20,New York,9.4,77.0,0.0
2024-12-21,New York,6.7,72.0,3.6
2024-12-22,New York,9.9,67.0,12.6
2024-12-23,New York,9.3,79.0,3.4
2024-12-24,New York,11.4,72.0,0.0
2024-12-25,New York,8.2,77.0,0.0
2024-12-26,New York,12.5,69.0,1.2
2024-12-27,New York,15.8,64.0,0.0
2024-12-28,New York,11.2,69.0,0.6
2024-12-29,New York,12.9,64.0,0.0
2024-12-30,New York,14.1,67.0,0.0
2024-12-31,New York,11.1,67.0,0.0
2024-01-01,Los Angeles,18.9,75.0,12.7
2024-01-02,Los Angeles,19.2,67.0,0.0
2024-01-03,Los Angeles,16.4,68.0,0.0
2024-01-04,Los Angeles,21.5,60.0,0.0
2024-01-05,Los Angeles,18.2,74.0,0.0
2024-01-06,Los Angeles,16.6,76.0,0.0
2024-01-07,Los Angeles,20.6,64.0,0.0
2024-01-08,Los Angeles,16.4,71.0,0.0
2024-01-09,Los Angeles,19.3,65.0,0.0
2024-01-10,Los Angeles,19.3,63.0,0.0
2024-01-11,Los Angeles,22.8,69.0,0.0
2024-01-12,Los Angeles,21.1,62.0,0.0
2024-01-13,Los Angeles,19.7,73.0,0.0
2024-01-14,Los Angeles,22.4,69.0,4.1
2024-01-15,Los Angeles,24.2,63.0,0.0
2024-01-16,Los Angeles,21.8,60.0,0.0
2024-01-17,Los Angeles,20.3,67.0,2.4
2024-01-18,Los Angeles,16.5,73.0,0.0
2024-01-19,Los Angeles,17.4,67.0,7.7
2024-01-20,Los Angeles,19.8,68.0,0.0
2024-01-21,Los Angeles,19.0,62.0,0.0
2024-01-22,Los Angeles,20.4,71.0,0.1
2024-01-23,Los Angeles,21.3,61.0,0.0
2024-01-24,Los Angeles,22.8,61.0,0.1
2024-01-25,Los Angeles,21.1,65.0,0.0
2024-01-26,Los Angeles,22.9,59.0,0.0
2024-01-27,Los Angeles,21.8,65.0,0.0
2024-01-28,Los Angeles,15.8,72.0,1.3
2024-01-29,Los Angeles,19.0,72.0,0.0
2024-01-30,Los Angeles,21.5,56.0,0.0
2024-01-31,Los Angeles,18.4,70.0,0.0
2024-02-01,Los Angeles,24.0,68.0,0.0
2024-02-02,Los Angeles,26.9,47.0,0.0
2024-02-03,Los Angeles,26.1,50.0,0.0
2024-02-04,Los Angeles,21.9,65.0,0.0
2024-02-05,Los Angeles,27.1,53.0,0.0
2024-02-06,Los Angeles,23.2,61.0,0.0
2024-02-07,Los Angeles,21.9,65.0,0.0
2024-02-08,Los Angeles,21.1,67.0,4.0
2024-02-09,Los Angeles,22.2,67.0,0.0
2024-02-10,Los Angeles,22.0,64.0,0.0
2024-02-11,Los Angeles,23.8,57.0,0.0
2024-02-12,Los Angeles,23.9,62.0,0.0
2024-02-13,Los Angeles,23.5,68.0,0.0
2024-02-14,Los Angeles,24.9,56.0,1.7
2024-02-15,Los Angeles,27.3,47.0,0.0
2024-02-16,Los Angeles,26.6,58.0,0.0
2024-02-17,Los Angeles,19.4,67.0,0.0
2024-02-18,Los Angeles,16.3,63.0,0.0
2024-02-19,Los Angeles,26.9,56.0,0.0
2024-02-20,Los Angeles,20.1,63.0,0.0
2024-02-21,Los Angeles,23.6,58.0,0.0
2024-02-22,Los Angeles,20.8,66.0,0.0
2024-02-23,Los Angeles,19.0,69.0,0.1
2024-02-24,Los Angeles,26.1,57.0,0.0
2024-02-25,Los Angeles,26.8,50.0,0.0
2024-02-26,Los Angeles,22.9,63.0,4.0
2024-02-27,Los Angeles,17.0,71.0,0.0
2024-02-28,Los Angeles,23.2,63.0,0.0
2024-02-29,Los Angeles,26.0,57.0,0.0
2024-03-01,Los Angeles,20.5,60.0,0.0
2024-03-02,Los Angeles,25.6,60.0,0.0
2024-03-03,Los Angeles,25.0,53.0,0.0
2024-03-04,Los Angeles,26.9,56.0,0.0
2024-03-05,Los Angeles,25.6,57.0,0.0
2024-03-06,Los Angeles,22.3,71.0,7.7
2024-03-07,Los Angeles,28.9,47.0,0.0
2024-03-08,Los Angeles,24.9,54.0,0.0
2024-03-09,Los Angeles,25.3,55.0,0.0
2024-03-10,Los Angeles,22.7,59.0,0.0
2024-03-11,Los Angeles,24.2,62.0,0.0
2024-03-12,Los Angeles,22.9,52.0,0.0
2024-03-13,Los Angeles,25.1,51.0,0.0
2024-03-14,Los Angeles,30.8,39.0,0.0
2024-03-15,Los Angeles,21.6,68.0,0.0
2024-03-16,Los Angeles,20.9,73.0,0.0
2024-03-17,Los Angeles,30.2,45.0,0.0
2024-03-18,Los Angeles,25.2,55.0,0.0
2024-03-19,Los Angeles,23.8,59.0,0.0
2024-03-20,Los Angeles,29.0,54.0,0.0
2024-03-21,Los Angeles,24.1,53.0,0.0
2024-03-22,Los Angeles,31.4,44.0,0.0
2024-03-23,Los Angeles,28.0,55.0,0.0
2024-03-24,Los Angeles,24.5,60.0,0.0
2024-03-25,Los Angeles,32.4,42.0,0.0
2024-03-26,Los Angeles,24.2,63.0,0.0
2024-03-27,Los Angeles,28.2,36.0,0.0
2024-03-28,Los Angeles,26.9,56.0,0.0
2024-03-29,Los Angeles,29.9,43.0,0.0
2024-03-30,Los Angeles,30.7,35.0,0.0
2024-03-31,Los Angeles,26.1,56.0,0.0
2024-04-01,Los Angeles,23.7,65.0,0.0
2024-04-02,Los Angeles,27.4,51.0,0.0
2024-04-03,Los Angeles,24.0,63.0,0.0
2024-04-04,Los Angeles,32.0,50.0,0.0
2024-04-05,Los Angeles,26.4,60.0,0.0
2024-04-06,Los Angeles,24.9,64.0,0.0
2024-04-07,Los Angeles,26.5,57.0,3.3
2024-04-08,Los Angeles,21.9,63.0,1.6
2024-04-09,Los Angeles,23.0,52.0,0.0
2024-04-10,Los Angeles,29.5,46.0,0.0
2024-04-11,Los Angeles,23.9,54.0,0.0
2024-04-12,Los Angeles,22.7,71.0,0.0
2024-04-13,Los Angeles,27.4,50.0,0.0
2024-04-14,Los Angeles,29.3,48.0,0.0
2024-04-15,Los Angeles,27.9,53.0,0.0
2024-04-16,Los Angeles,28.7,49.0,0.0
2024-04-17,Los Angeles,23.4,68.0,0.0
2024-04-18,Los Angeles,21.4,60.0,0.0
2024-04-19,Los Angeles,30.1,47.0,0.0
2024-04-20,Los Angeles,24.6,53.0,0.0
2024-04-21,Los Angeles,24.7,50.0,0.0
2024-04-22,Los Angeles,29.4,44.0,0.0
2024-04-23,Los Angeles,27.1,52.0,0.0
2024-04-24,Los Angeles,26.7,50.0,0.0
2024-04-25,Los Angeles,31.8,39.0,0.0
2024-04-26,Los Angeles,23.3,52.0,0.0
2024-04-27,Los Angeles,28.0,50.0,0.0
2024-04-28,Los Angeles,25.3,48.0,0.0
2024-04-29,Los Angeles,25.8,58.0,0.0
2024-04-30,Los Angeles,29.6,47.0,0.0
2024-05-01,Los Angeles,26.4,46.0,0.0
2024-05-02,Los Angeles,26.4,52.0,0.0
2024-05-03,Los Angeles,28.0,46.0,0.0
2024-05-04,Los Angeles,23.6,60.0,0.0
2024-05-05,Los Angeles,22.1,69.0,0.0
2024-05-06,Los Angeles,21.4,54.0,6.7
2024-05-07,Los Angeles,18.6,69.0,0.0
2024-05-08,Los Angeles,30.5,44.0,0.0
2024-05-09,Los Angeles,21.0,67.0,0.0
2024-05-10,Los Angeles,23.5,60.0,0.0
2024-05-11,Los Angeles,23.3,56.0,5.7
2024-05-12,Los Angeles,24.9,55.0,0.0
2024-05-13,Los Angeles,26.4,49.0,0.0
2024-05-14,Los Angeles,26.4,59.0,0.0
2024-05-15,Los Angeles,22.0,62.0,0.0
2024-05-16,Los Angeles,23.1,69.0,0.0
2024-05-17,Los Angeles,24.4,57.0,0.0
2024-05-18,Los Angeles,22.7,57.0,2.5
2024-05-19,Los Angeles,28.2,42.0,0.0
2024-05-20,Los Angeles,24.7,48.0,0.0
2024-05-21,Los Angeles,25.3,47.0,0.0
2024-05-22,Los Angeles,25.0,57.0,0.0
2024-05-23,Los Angeles,26.4,56.0,0.0
2024-05-24,Los Angeles,23.4,51.0,0.0
2024-05-25,Los Angeles,18.8,73.0,0.0
2024-05-26,Los Angeles,23.8,56.0,0.0
2024-05-27,Los Angeles,20.5,66.0,0.0
2024-05-28,Los Angeles,20.8,73.0,0.0
2024-05-29,Los Angeles,24.0,62.0,0.0
2024-05-30,Los Angeles,25.8,53.0,0.0
2024-05-31,Los Angeles,22.1,57.0,0.0
2024-06-01,Los Angeles,22.8,50.0,0.0
2024-06-02,Los Angeles,26.9,49.0,0.0
2024-06-03,Los Angeles,22.4,60.0,0.0
2024-06-04,Los Angeles,29.3,42.0,0.0
2024-06-05,Los Angeles,23.1,59.0,0.0
2024-06-06,Los Angeles,16.0,74.0,0.0
2024-06-07,Los Angeles,23.4,58.0,0.0
2024-06-08,Los Angeles,22.2,58.0,0.0
2024-06-09,Los Angeles,24.8,57.0,0.0
2024-06-10,Los Angeles,22.8,63.0,0.0
2024-06-11,Los Angeles,20.2,60.0,0.0
2024-06-12,Los Angeles,16.8,79.0,0.0
2024-06-13,Los Angeles,19.7,66.0,0.0
2024-06-14,Los Angeles,17.7,71.0,0.0
2024-06-15,Los Angeles,18.4,73.0,0.0
2024-06-16,Los Angeles,21.7,64.0,0.0
2024-06-17,Los Angeles,24.9,61.0,0.0
2024-06-18,Los Angeles,20.9,66.0,0.0
2024-06-19,Los Angeles,16.0,71.0,0.0
2024-06-20,Los Angeles,20.8,66.0,4.7
2024-06-21,Los Angeles,22.9,54.0,0.0
2024-06-22,Los Angeles,17.3,72.0,0.4
2024-06-23,Los Angeles,18.6,69.0,0.0
2024-06-24,Los Angeles,18.9,67.0,0.0
2024-06-25,Los Angeles,16.4,73.0,8.2
2024-06-26,Los Angeles,20.6,55.0,0.0
2024-06-27,Los Angeles,18.1,67.0,0.0
2024-06-28,Los Angeles,19.6,67.0,0.0
2024-06-29,Los Angeles,15.5,76.0,0.0
2024-06-30,Los Angeles,16.8,67.0,0.0
2024-07-01,Los Angeles,20.1,72.0,6.8
2024-07-02,Los Angeles,16.7,68.0,0.0
2024-07-03,Los Angeles,22.8,65.0,0.0
2024-07-04,Los Angeles,16.3,75.0,0.0
2024-07-05,Los Angeles,18.1,67.0,0.0
2024-07-06,Los Angeles,20.0,75.0,0.0
2024-07-07,Los Angeles,12.9,74.0,4.4
2024-07-08,Los Angeles,11.7,87.0,3.9
2024-07-09,Los Angeles,12.3,86.0,0.0
2024-07-10,Los Angeles,20.5,62.0,0.0
2024-07-11,Los Angeles,14.9,83.0,11.3
2024-07-12,Los Angeles,24.1,57.0,0.0
2024-07-13,Los Angeles,14.6,78.0,0.0
2024-07-14,Los Angeles,16.7,74.0,0.0
2024-07-15,Los Angeles,20.7,64.0,0.0
2024-07-16,Los Angeles,21.9,66.0,0.0
2024-07-17,Los Angeles,21.9,66.0,0.0
2024-07-18,Los Angeles,19.3,59.0,0.0
2024-07-19,Los Angeles,18.6,75.0,0.0
2024-07-20,Los Angeles,17.1,63.0,0.0
2024-07-21,Los Angeles,17.6,76.0,0.0
2024-07-22,Los Angeles,13.5,85.0,0.0
2024-07-23,Los Angeles,12.5,75.0,0.0
2024-07-24,Los Angeles,14.8,74.0,0.0
2024-07-25,Los Angeles,14.2,72.0,0.0
2024-07-26,Los Angeles,13.2,78.0,0.0
2024-07-27,Los Angeles,16.6,71.0,1.8
2024-07-28,Los Angeles,17.2,75.0,0.0
2024-07-29,Los Angeles,14.5,84.0,0.0
2024-07-30,Los Angeles,18.5,76.0,3.4
2024-07-31,Los Angeles,10.6,82.0,0.0
2024-08-01,Los Angeles,13.3,78.0,0.0
2024-08-02,Los Angeles,11.6,74.0,0.0
2024-08-03,Los Angeles,8.0,86.0,0.0
2024-08-04,Los Angeles,13.3,84.0,0.0
2024-08-05,Los Angeles,13.0,88.0,0.0
2024-08-06,Los Angeles,17.8,64.0,0.0
2024-08-07,Los Angeles,15.1,73.0,0.9
2024-08-08,Los Angeles,10.0,86.0,0.0
2024-08-09,Los Angeles,18.5,70.0,0.0
2024-08-10,Los Angeles,16.5,69.0,0.0
2024-08-11,Los Angeles,14.5,79.0,0.0
2024-08-12,Los Angeles,12.0,80.0,0.0
